,Unnamed: 0,Ticker_Symbol,Years,Period_Ending, Total _Revenue ,Revenue,COGS ," Sales, General and Admin. ",R&D,Unnamed: 9,Unnamed: 10, Other_Operating_expense,GICS_Sector,GICS_Sub_Industry,Unnamed: 14,Unnamed: 15,Column1,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
930,958,LKQ,Year 4,12/31/2015," $7,192,633,000 ",7192633000.0," $4,359,104,000 "," $1,987,271,000 ", $-   , -   ,    ," $122,120,000 ",Consumer Discretionary,Distributors,,,,,,    ,,
931,959,LLL,Year 1,12/31/2012," $13,107,000,000 ",13107000000.0," $11,799,000,000 ", $-   , $-   , -   ,    , $-   ,Industrials,Industrial Conglomerates,,,,,,    ,,
932,960,LLL,Year 2,12/31/2013," $11,420,000,000 ",11420000000.0," $10,303,000,000 ", $-   , $-   , -   ,    , $-   ,Industrials,Industrial Conglomerates,,,,,,    ,,
933,961,LLL,Year 3,12/31/2014," $10,986,000,000 ",10986000000.0," $9,974,000,000 ", $-   , $-   , -   ,    , $-   ,Industrials,Industrial Conglomerates,,,,,,    ,,
934,962,LLL,Year 4,12/31/2015," $10,466,000,000 ",10466000000.0," $9,576,000,000 ", $-   , $-   , -   ,    , $-   ,Industrials,Industrial Conglomerates,,,,,,    ,,
935,963,LLTC,Year 1,6/30/2013," $1,282,236,000 ",1282236000.0," $322,516,000 "," $151,382,000 "," $235,184,000 "," 235,184,000 "," 235,184,000 ", $-   ,Information Technology,Semiconductors,,,,,," 235,184,000 ",,
936,964,LLTC,Year 2,6/29/2014," $1,388,386,000 ",1388386000.0," $338,580,000 "," $159,642,000 "," $250,434,000 "," 250,434,000 "," 250,434,000 ", $-   ,Information Technology,Semiconductors,,,,,," 250,434,000 ",,
937,965,LLTC,Year 3,6/28/2015," $1,475,139,000 ",1475139000.0," $355,727,000 "," $169,952,000 "," $266,761,000 "," 266,761,000 "," 266,761,000 ", $-   ,Information Technology,Semiconductors,,,,,," 266,761,000 ",,
938,966,LLTC,Year 4,07-03-2016," $1,423,936,000 ",1423936000.0," $343,801,000 "," $170,120,000 "," $276,462,000 "," 276,462,000 "," 276,462,000 ", $-   ,Information Technology,Semiconductors,,,,,," 276,462,000 ",,
939,967,LLY,Year 1,12/31/2012," $22,603,400,000 ",22603400000.0," $4,796,500,000 "," $6,839,500,000 "," $5,278,100,000 "," 5,278,100,000 "," 5,278,100,000 ", $-   ,Health Care,Pharmaceuticals,,,,,," 5,278,100,000 ",,
940,968,LLY,Year 2,12/31/2013," $23,113,100,000 ",23113100000.0," $4,908,100,000 "," $6,606,700,000 "," $5,531,300,000 "," 5,531,300,000 "," 5,531,300,000 ", $-   ,Health Care,Pharmaceuticals,,,,,," 5,531,300,000 ",,
941,969,LLY,Year 3,12/31/2014," $19,615,600,000 ",19615600000.0," $4,932,500,000 "," $6,280,300,000 "," $4,733,600,000 "," 4,733,600,000 "," 4,733,600,000 ", $-   ,Health Care,Pharmaceuticals,,,,,," 4,733,600,000 ",,
942,970,LLY,Year 4,12/31/2015," $19,958,700,000 ",19958700000.0," $5,037,200,000 "," $6,432,400,000 "," $4,796,400,000 "," 4,796,400,000 "," 4,796,400,000 ", $-   ,Health Care,Pharmaceuticals,,,,,," 4,796,400,000 ",,
943,971,LMT,Year 1,12/31/2013," $45,358,000,000 ",45358000000.0," $41,171,000,000 "," $(318,000,000)", $-   , -   ,    , $-   ,Industrials,Aerospace & Defense,,,,,,    ,,
944,972,LMT,Year 2,12/31/2014," $39,946,000,000 ",39946000000.0," $35,263,000,000 "," $(329,000,000)", $-   , -   ,    , $-   ,Industrials,Aerospace & Defense,,,,,,    ,,
945,973,LMT,Year 3,12/31/2015," $40,536,000,000 ",40536000000.0," $36,044,000,000 "," $(220,000,000)", $-   , -   ,    , $-   ,Industrials,Aerospace & Defense,,,,,,    ,,
946,974,LMT,Year 4,12/31/2016," $47,248,000,000 ",47248000000.0," $42,186,000,000 "," $(487,000,000)", $-   , -   ,    , $-   ,Industrials,Aerospace & Defense,,,,,,    ,,
947,975,LNT,Year 1,12/31/2012," $3,094,500,000 ",3094500000.0," $2,144,200,000 "," $98,200,000 ", $-   , -   ,    ," $332,400,000 ",Utilities,Electric Utilities,,,,,,    ,,
948,976,LNT,Year 2,12/31/2013," $3,276,800,000 ",3276800000.0," $2,272,400,000 "," $99,600,000 ", $-   , -   ,    ," $370,900,000 ",Utilities,Electric Utilities,,,,,,    ,,
949,977,LNT,Year 3,12/31/2014," $3,350,300,000 ",3350300000.0," $2,317,500,000 "," $101,100,000 ", $-   , -   ,    ," $388,100,000 ",Utilities,Electric Utilities,,,,,,    ,,
950,978,LNT,Year 4,12/31/2015," $3,253,600,000 ",3253600000.0," $2,171,600,000 "," $103,700,000 ", $-   , -   ,    ," $401,300,000 ",Utilities,Electric Utilities,,,,,,    ,,
951,979,LOW,Year 1,02-01-2013," $50,521,000,000 ",50521000000.0," $33,194,000,000 "," $12,244,000,000 ", $-   , -   ,    ," $1,523,000,000 ",Consumer Discretionary,Home Improvement Retail,,,,,,    ,,
952,980,LOW,Year 2,1/31/2014," $53,417,000,000 ",53417000000.0," $34,941,000,000 "," $12,865,000,000 ", $-   , -   ,    ," $1,462,000,000 ",Consumer Discretionary,Home Improvement Retail,,,,,,    ,,
953,981,LOW,Year 3,1/30/2015," $56,223,000,000 ",56223000000.0," $36,665,000,000 "," $13,281,000,000 ", $-   , -   ,    ," $1,485,000,000 ",Consumer Discretionary,Home Improvement Retail,,,,,,    ,,
954,982,LOW,Year 4,1/29/2016," $59,074,000,000 ",59074000000.0," $38,504,000,000 "," $14,115,000,000 ", $-   , -   ,    ," $1,484,000,000 ",Consumer Discretionary,Home Improvement Retail,,,,,,    ,,
955,983,LRCX,Year 1,6/30/2013," $3,598,916,000 ",3598916000.0," $2,195,857,000 "," $601,300,000 "," $683,688,000 "," 683,688,000 "," 683,688,000 ", $-   ,Information Technology,Semiconductor Equipment,,,,,," 683,688,000 ",,
956,984,LRCX,Year 2,6/29/2014," $4,607,309,000 ",4607309000.0," $2,599,828,000 "," $613,341,000 "," $716,471,000 "," 716,471,000 "," 716,471,000 ", $-   ,Information Technology,Semiconductor Equipment,,,,,," 716,471,000 ",,
957,985,LRCX,Year 3,6/28/2015," $5,259,312,000 ",5259312000.0," $2,974,976,000 "," $591,611,000 "," $825,242,000 "," 825,242,000 "," 825,242,000 ", $-   ,Information Technology,Semiconductor Equipment,,,,,," 825,242,000 ",,
958,986,LRCX,Year 4,6/26/2016," $5,885,893,000 ",5885893000.0," $3,266,971,000 "," $630,954,000 "," $913,712,000 "," 913,712,000 "," 913,712,000 ", $-   ,Information Technology,Semiconductor Equipment,,,,,," 913,712,000 ",,
959,987,LUK,Year 1,12/31/2012," $7,810,610,000 ",7810610000.0," $7,479,746,000 "," $360,586,000 ", $-   , -   ,    ," $116,388,000 ",Financials,Multi-Sector Holdings,,,,,,    ,,
960,988,LUK,Year 2,12/31/2013," $9,531,778,000 ",9531778000.0," $7,567,707,000 "," $2,177,616,000 ", $-   , -   ,    ," $167,425,000 ",Financials,Multi-Sector Holdings,,,,,,    ,,
961,989,LUK,Year 3,12/31/2014," $10,681,897,000 ",10681897000.0," $8,024,286,000 "," $2,856,642,000 ", $-   , -   ,    ," $185,993,000 ",Financials,Multi-Sector Holdings,,,,,,    ,,
962,990,LUK,Year 4,12/31/2015," $10,116,502,000 ",10116502000.0," $7,677,233,000 "," $2,620,072,000 ", $-   , -   ,    ," $224,133,000 ",Financials,Multi-Sector Holdings,,,,,,    ,,
963,991,LUV,Year 1,12/31/2013," $17,699,000,000 ",17699000000.0," $8,307,000,000 "," $7,161,000,000 ", $-   , -   ,    ," $867,000,000 ",Industrials,Airlines,,,,,,    ,,
964,992,LUV,Year 2,12/31/2014," $18,605,000,000 ",18605000000.0," $7,677,000,000 "," $7,639,000,000 ", $-   , -   ,    ," $938,000,000 ",Industrials,Airlines,,,,,,    ,,
965,993,LUV,Year 3,12/31/2015," $19,820,000,000 ",19820000000.0," $6,025,000,000 "," $8,625,000,000 ", $-   , -   ,    ," $1,015,000,000 ",Industrials,Airlines,,,,,,    ,,
966,994,LUV,Year 4,12/31/2016," $20,425,000,000 ",20425000000.0," $6,132,000,000 "," $9,312,000,000 ", $-   , -   ,    ," $1,221,000,000 ",Industrials,Airlines,,,,,,    ,,
967,995,LVLT,Year 1,12/31/2012," $6,376,000,000 ",6376000000.0," $3,851,000,000 "," $1,201,000,000 ", $-   , -   ,    ," $749,000,000 ",Telecommunications Services,Alternative Carriers,,,,,,    ,,
968,996,LVLT,Year 2,12/31/2013," $6,313,000,000 ",6313000000.0," $3,685,000,000 "," $1,162,000,000 ", $-   , -   ,    ," $800,000,000 ",Telecommunications Services,Alternative Carriers,,,,,,    ,,
969,997,LVLT,Year 3,12/31/2014," $6,777,000,000 ",6777000000.0," $3,775,000,000 "," $1,181,000,000 ", $-   , -   ,    ," $808,000,000 ",Telecommunications Services,Alternative Carriers,,,,,,    ,,
970,998,LVLT,Year 4,12/31/2015," $8,229,000,000 ",8229000000.0," $4,265,000,000 "," $1,467,000,000 ", $-   , -   ,    ," $1,166,000,000 ",Telecommunications Services,Alternative Carriers,,,,,,    ,,
971,999,LYB,Year 1,12/31/2012," $45,352,000,000 ",45352000000.0," $39,595,000,000 "," $909,000,000 "," $172,000,000 "," 172,000,000 "," 172,000,000 ", $-   ,Materials,Diversified Chemicals,,,,,," 172,000,000 ",,
972,1000,LYB,Year 2,12/31/2013," $44,062,000,000 ",44062000000.0," $37,940,000,000 "," $870,000,000 "," $150,000,000 "," 150,000,000 "," 150,000,000 ", $-   ,Materials,Diversified Chemicals,,,,,," 150,000,000 ",,
973,1001,LYB,Year 3,12/31/2014," $45,608,000,000 ",45608000000.0," $38,939,000,000 "," $806,000,000 "," $127,000,000 "," 127,000,000 "," 127,000,000 ", $-   ,Materials,Diversified Chemicals,,,,,," 127,000,000 ",,
974,1002,LYB,Year 4,12/31/2015," $32,735,000,000 ",32735000000.0," $25,683,000,000 "," $828,000,000 "," $102,000,000 "," 102,000,000 "," 102,000,000 ", $-   ,Materials,Diversified Chemicals,,,,,," 102,000,000 ",,
975,1003,M,Year 1,02-02-2013," $27,686,000,000 ",27686000000.0," $16,538,000,000 "," $8,482,000,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Department Stores,,,,,,    ,,
976,1004,M,Year 2,02-01-2014," $27,931,000,000 ",27931000000.0," $16,725,000,000 "," $8,440,000,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Department Stores,,,,,,    ,,
977,1005,M,Year 3,1/31/2015," $28,105,000,000 ",28105000000.0," $16,863,000,000 "," $8,355,000,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Department Stores,,,,,,    ,,
978,1006,M,Year 4,1/30/2016," $27,079,000,000 ",27079000000.0," $16,496,000,000 "," $8,256,000,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Department Stores,,,,,,    ,,
979,1007,MA,Year 1,12/31/2013," $8,312,000,000 ",8312000000.0, $-   ," $3,456,000,000 ", $-   , -   ,    ," $258,000,000 ",Information Technology,Internet Software & Services,,,,,,    ,,
980,1008,MA,Year 2,12/31/2014," $9,441,000,000 ",9441000000.0, $-   ," $4,014,000,000 ", $-   , -   ,    ," $321,000,000 ",Information Technology,Internet Software & Services,,,,,,    ,,
981,1009,MA,Year 3,12/31/2015," $9,667,000,000 ",9667000000.0, $-   ," $4,162,000,000 ", $-   , -   ,    ," $366,000,000 ",Information Technology,Internet Software & Services,,,,,,    ,,
982,1010,MA,Year 4,12/31/2016," $10,776,000,000 ",10776000000.0, $-   ," $4,525,000,000 ", $-   , -   ,    ," $373,000,000 ",Information Technology,Internet Software & Services,,,,,,    ,,
983,1011,MAA,Year 1,12/31/2012," $475,888,000 ",475888000.0," $117,275,000 "," $47,115,000 ", $-   , -   ,    ," $121,211,000 ",Real Estate,Residential REITs,,,,,,    ,,
984,1012,MAA,Year 2,12/31/2013," $635,490,000 ",635490000.0," $172,050,000 "," $43,720,000 ", $-   , -   ,    ," $186,979,000 ",Real Estate,Residential REITs,,,,,,    ,,
985,1013,MAA,Year 3,12/31/2014," $992,332,000 ",992332000.0," $275,379,000 "," $57,664,000 ", $-   , -   ,    ," $301,812,000 ",Real Estate,Residential REITs,,,,,,    ,,
986,1014,MAA,Year 4,12/31/2015," $1,042,779,000 ",1042779000.0," $280,901,000 "," $53,992,000 ", $-   , -   ,    ," $294,520,000 ",Real Estate,Residential REITs,,,,,,    ,,
987,1015,MAC,Year 1,12/31/2012," $797,517,000 ",797517000.0," $337,533,000 "," $20,412,000 ", $-   , -   ,    ," $277,621,000 ",Real Estate,Retail REITs,,,,,,    ,,
988,1016,MAC,Year 2,12/31/2013," $1,029,475,000 ",1029475000.0," $423,256,000 "," $27,772,000 ", $-   , -   ,    ," $357,165,000 ",Real Estate,Retail REITs,,,,,,    ,,
989,1017,MAC,Year 3,12/31/2014," $1,105,247,000 ",1105247000.0," $441,929,000 "," $29,412,000 ", $-   , -   ,    ," $378,716,000 ",Real Estate,Retail REITs,,,,,,    ,,
990,1018,MAC,Year 4,12/31/2015," $1,288,149,000 ",1288149000.0," $497,359,000 "," $29,870,000 ", $-   , -   ,    ," $464,472,000 ",Real Estate,Retail REITs,,,,,,    ,,
991,1019,MAR,Year 1,12/31/2012," $11,814,000,000 ",11814000000.0," $10,190,000,000 "," $582,000,000 ", $-   , -   ,    ," $102,000,000 ",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",,,,,,    ,,
992,1020,MAR,Year 2,12/31/2013," $12,784,000,000 ",12784000000.0," $11,020,000,000 "," $649,000,000 ", $-   , -   ,    ," $127,000,000 ",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",,,,,,    ,,
993,1021,MAR,Year 3,12/31/2014," $13,796,000,000 ",13796000000.0," $11,830,000,000 "," $659,000,000 ", $-   , -   ,    ," $148,000,000 ",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",,,,,,    ,,
994,1022,MAR,Year 4,12/31/2015," $14,486,000,000 ",14486000000.0," $12,363,000,000 "," $634,000,000 ", $-   , -   ,    ," $139,000,000 ",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",,,,,,    ,,
995,1023,MAS,Year 1,12/31/2013," $6,761,000,000 ",6761000000.0," $4,802,000,000 "," $1,347,000,000 ", $-   , -   ,    , $-   ,Industrials,Building Products,,,,,,    ,,
996,1024,MAS,Year 2,12/31/2014," $7,006,000,000 ",7006000000.0," $4,946,000,000 "," $1,338,000,000 ", $-   , -   ,    , $-   ,Industrials,Building Products,,,,,,    ,,
997,1025,MAS,Year 3,12/31/2015," $7,142,000,000 ",7142000000.0," $4,889,000,000 "," $1,339,000,000 ", $-   , -   ,    , $-   ,Industrials,Building Products,,,,,,    ,,
998,1026,MAS,Year 4,12/31/2016," $7,357,000,000 ",7357000000.0," $4,901,000,000 "," $1,403,000,000 ", $-   , -   ,    , $-   ,Industrials,Building Products,,,,,,    ,,
999,1027,MAT,Year 1,12/31/2012," $6,420,881,000 ",6420881000.0," $3,011,684,000 "," $2,388,182,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Leisure Products,,,,,,    ,,
1000,1028,MAT,Year 2,12/31/2013," $6,484,892,000 ",6484892000.0," $3,006,009,000 "," $2,310,780,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Leisure Products,,,,,,    ,,
1001,1029,MAT,Year 3,12/31/2014," $6,023,819,000 ",6023819000.0," $3,022,797,000 "," $2,347,308,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Leisure Products,,,,,,    ,,
1002,1030,MAT,Year 4,12/31/2015," $5,702,613,000 ",5702613000.0," $2,896,255,000 "," $2,265,436,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Leisure Products,,,,,,    ,,
1003,1031,MCD,Year 1,12/31/2012," $27,567,000,000 ",27567000000.0," $16,750,700,000 "," $2,211,700,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Restaurants,,,,,,    ,,
1004,1032,MCD,Year 2,12/31/2013," $28,105,700,000 ",28105700000.0," $17,203,000,000 "," $2,138,400,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Restaurants,,,,,,    ,,
1005,1033,MCD,Year 3,12/31/2014," $27,441,300,000 ",27441300000.0," $16,985,600,000 "," $2,506,500,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Restaurants,,,,,,    ,,
1006,1034,MCD,Year 4,12/31/2015," $25,413,000,000 ",25413000000.0," $15,623,800,000 "," $2,643,700,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Restaurants,,,,,,    ,,
1007,1035,MCHP,Year 1,3/31/2013," $1,581,623,000 ",1581623000.0," $743,164,000 "," $261,471,000 "," $254,723,000 "," 254,723,000 "," 254,723,000 "," $111,537,000 ",Information Technology,Semiconductors,,,,,," 254,723,000 ",,
1008,1036,MCHP,Year 2,3/31/2014," $1,931,217,000 ",1931217000.0," $802,474,000 "," $267,278,000 "," $305,043,000 "," 305,043,000 "," 305,043,000 "," $94,534,000 ",Information Technology,Semiconductors,,,,,," 305,043,000 ",,
1009,1037,MCHP,Year 3,3/31/2015," $2,147,036,000 ",2147036000.0," $917,472,000 "," $274,815,000 "," $349,543,000 "," 349,543,000 "," 349,543,000 "," $176,746,000 ",Information Technology,Semiconductors,,,,,," 349,543,000 ",,
1010,1038,MCHP,Year 4,3/31/2016," $2,173,334,000 ",2173334000.0," $967,870,000 "," $301,670,000 "," $372,596,000 "," 372,596,000 "," 372,596,000 "," $174,896,000 ",Information Technology,Semiconductors,,,,,," 372,596,000 ",,
1011,1039,MCK,Year 1,3/31/2013," $122,196,000,000 ",122196000000.0," $115,315,000,000 "," $4,110,000,000 "," $433,000,000 "," 433,000,000 "," 433,000,000 ", $-   ,Health Care,Health Care Distributors,,,,,," 433,000,000 ",,
1012,1040,MCK,Year 2,3/31/2014," $137,392,000,000 ",137392000000.0," $129,040,000,000 "," $5,388,000,000 "," $457,000,000 "," 457,000,000 "," 457,000,000 ", $-   ,Health Care,Health Care Distributors,,,,,," 457,000,000 ",,
1013,1041,MCK,Year 3,3/31/2015," $179,045,000,000 ",179045000000.0," $167,634,000,000 "," $7,901,000,000 "," $392,000,000 "," 392,000,000 "," 392,000,000 ", $-   ,Health Care,Health Care Distributors,,,,,," 392,000,000 ",,
1014,1042,MCK,Year 4,3/31/2016," $190,884,000,000 ",190884000000.0," $179,468,000,000 "," $7,276,000,000 "," $392,000,000 "," 392,000,000 "," 392,000,000 ", $-   ,Health Care,Health Care Distributors,,,,,," 392,000,000 ",,
1015,1043,MCO,Year 1,12/31/2012," $2,730,300,000 ",2730300000.0," $795,000,000 "," $752,200,000 ", $-   , -   ,    ," $93,500,000 ",Financials,Diversified Financial Services,,,,,,    ,,
1016,1044,MCO,Year 2,12/31/2013," $2,972,500,000 ",2972500000.0," $822,400,000 "," $822,100,000 ", $-   , -   ,    ," $93,400,000 ",Financials,Diversified Financial Services,,,,,,    ,,
1017,1045,MCO,Year 3,12/31/2014," $3,334,300,000 ",3334300000.0," $930,300,000 "," $869,300,000 ", $-   , -   ,    ," $95,600,000 ",Financials,Diversified Financial Services,,,,,,    ,,
1018,1046,MCO,Year 4,12/31/2015," $3,484,500,000 ",3484500000.0," $976,300,000 "," $921,300,000 ", $-   , -   ,    ," $113,500,000 ",Financials,Diversified Financial Services,,,,,,    ,,
1019,1047,MDLZ,Year 1,12/31/2012," $35,015,000,000 ",35015000000.0," $21,939,000,000 "," $9,176,000,000 ", $-   , -   ,    ," $217,000,000 ",Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
1020,1048,MDLZ,Year 2,12/31/2013," $35,299,000,000 ",35299000000.0," $22,189,000,000 "," $8,679,000,000 ", $-   , -   ,    ," $217,000,000 ",Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
1021,1049,MDLZ,Year 3,12/31/2014," $34,244,000,000 ",34244000000.0," $21,647,000,000 "," $8,457,000,000 ", $-   , -   ,    ," $206,000,000 ",Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
1022,1050,MDLZ,Year 4,12/31/2015," $29,636,000,000 ",29636000000.0," $18,124,000,000 "," $7,577,000,000 ", $-   , -   ,    ," $181,000,000 ",Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
1023,1051,MET,Year 1,12/31/2012," $68,150,000,000 ",68150000000.0," $37,987,000,000 "," $9,098,000,000 ", $-   , -   ,    ," $17,755,000,000 ",Financials,Life & Health Insurance,,,,,,    ,,
1024,1052,MET,Year 2,12/31/2013," $68,199,000,000 ",68199000000.0," $38,107,000,000 "," $9,438,000,000 ", $-   , -   ,    ," $16,602,000,000 ",Financials,Life & Health Insurance,,,,,,    ,,
1025,1053,MET,Year 3,12/31/2014," $73,316,000,000 ",73316000000.0," $39,102,000,000 "," $8,319,000,000 ", $-   , -   ,    ," $17,091,000,000 ",Financials,Life & Health Insurance,,,,,,    ,,
1026,1054,MET,Year 4,12/31/2015," $69,951,000,000 ",69951000000.0," $38,714,000,000 "," $6,998,000,000 ", $-   , -   ,    ," $16,769,000,000 ",Financials,Life & Health Insurance,,,,,,    ,,
1027,1055,MHK,Year 1,12/31/2012," $5,787,980,000 ",5787980000.0," $4,297,922,000 "," $1,110,550,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Home Furnishings,,,,,,    ,,
1028,1056,MHK,Year 2,12/31/2013," $7,348,754,000 ",7348754000.0," $5,427,945,000 "," $1,373,878,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Home Furnishings,,,,,,    ,,
1029,1057,MHK,Year 3,12/31/2014," $7,803,446,000 ",7803446000.0," $5,649,254,000 "," $1,381,396,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Home Furnishings,,,,,,    ,,
1030,1058,MHK,Year 4,12/31/2015," $8,071,563,000 ",8071563000.0," $5,660,877,000 "," $1,573,120,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Home Furnishings,,,,,,    ,,
1031,1059,MJN,Year 1,12/31/2012," $3,901,300,000 ",3901300000.0," $1,503,800,000 "," $1,457,300,000 "," $100,100,000 "," 100,100,000 "," 100,100,000 ", $-   ,Consumer Staples,Packaged Foods & Meats,,,,,," 100,100,000 ",,
1032,1060,MJN,Year 2,12/31/2013," $4,200,700,000 ",4200700000.0," $1,528,500,000 "," $1,548,600,000 "," $100,200,000 "," 100,200,000 "," 100,200,000 ", $-   ,Consumer Staples,Packaged Foods & Meats,,,,,," 100,200,000 ",,
1033,1061,MJN,Year 3,12/31/2014," $4,409,300,000 ",4409300000.0," $1,700,600,000 "," $1,617,600,000 "," $115,100,000 "," 115,100,000 "," 115,100,000 ", $-   ,Consumer Staples,Packaged Foods & Meats,,,,,," 115,100,000 ",,
1034,1062,MJN,Year 4,12/31/2015," $4,071,300,000 ",4071300000.0," $1,455,300,000 "," $1,532,400,000 "," $108,400,000 "," 108,400,000 "," 108,400,000 ", $-   ,Consumer Staples,Packaged Foods & Meats,,,,,," 108,400,000 ",,
1035,1063,MKC,Year 1,11/30/2013," $4,123,400,000 ",4123400000.0," $2,457,600,000 "," $1,090,300,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
1036,1064,MKC,Year 2,11/30/2014," $4,243,200,000 ",4243200000.0," $2,513,000,000 "," $1,122,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
1037,1065,MKC,Year 3,11/30/2015," $4,296,300,000 ",4296300000.0," $2,559,000,000 "," $1,127,400,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
1038,1066,MKC,Year 4,11/30/2016," $4,411,500,000 ",4411500000.0," $2,579,800,000 "," $1,175,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
1039,1067,MLM,Year 1,12/31/2012," $2,031,901,000 ",2031901000.0," $1,704,767,000 "," $135,824,000 ", $-   , -   ,    , $-   ,Materials,Construction Materials,,,,,,    ,,
1040,1068,MLM,Year 2,12/31/2013," $2,155,551,000 ",2155551000.0," $1,791,594,000 "," $145,298,000 ", $-   , -   ,    , $-   ,Materials,Construction Materials,,,,,,    ,,
1041,1069,MLM,Year 3,12/31/2014," $2,957,951,000 ",2957951000.0," $2,435,591,000 "," $164,596,000 ", $-   , -   ,    , $-   ,Materials,Construction Materials,,,,,,    ,,
1042,1070,MLM,Year 4,12/31/2015," $3,539,570,000 ",3539570000.0," $2,817,803,000 "," $233,887,000 ", $-   , -   ,    , $-   ,Materials,Construction Materials,,,,,,    ,,
1043,1071,MMC,Year 1,12/31/2012," $11,924,000,000 ",11924000000.0, $-   ," $7,134,000,000 ", $-   , -   ,    ," $2,961,000,000 ",Financials,Insurance Brokers,,,,,,    ,,
1044,1072,MMC,Year 2,12/31/2013," $12,261,000,000 ",12261000000.0, $-   ," $7,226,000,000 ", $-   , -   ,    ," $2,958,000,000 ",Financials,Insurance Brokers,,,,,,    ,,
1045,1073,MMC,Year 3,12/31/2014," $12,951,000,000 ",12951000000.0, $-   ," $7,515,000,000 ", $-   , -   ,    ," $3,135,000,000 ",Financials,Insurance Brokers,,,,,,    ,,
1046,1074,MMC,Year 4,12/31/2015," $12,893,000,000 ",12893000000.0, $-   ," $7,334,000,000 ", $-   , -   ,    ," $3,140,000,000 ",Financials,Insurance Brokers,,,,,,    ,,
1047,1075,MMM,Year 1,12/31/2013," $30,871,000,000 ",30871000000.0," $16,106,000,000 "," $6,384,000,000 "," $1,715,000,000 "," 1,715,000,000 "," 1,715,000,000 ", $-   ,Industrials,Industrial Conglomerates,,,,,," 1,715,000,000 ",,
1048,1076,MMM,Year 2,12/31/2014," $31,821,000,000 ",31821000000.0," $16,447,000,000 "," $6,469,000,000 "," $1,770,000,000 "," 1,770,000,000 "," 1,770,000,000 ", $-   ,Industrials,Industrial Conglomerates,,,,,," 1,770,000,000 ",,
1049,1077,MMM,Year 3,12/31/2015," $30,274,000,000 ",30274000000.0," $15,383,000,000 "," $6,182,000,000 "," $1,763,000,000 "," 1,763,000,000 "," 1,763,000,000 ", $-   ,Industrials,Industrial Conglomerates,,,,,," 1,763,000,000 ",,
1050,1078,MMM,Year 4,12/31/2016," $30,109,000,000 ",30109000000.0," $15,040,000,000 "," $6,111,000,000 "," $1,735,000,000 "," 1,735,000,000 "," 1,735,000,000 ", $-   ,Industrials,Industrial Conglomerates,,,,,," 1,735,000,000 ",,
1051,1079,MNST,Year 1,12/31/2012," $2,060,702,000 ",2060702000.0," $995,046,000 ", $-   , $-   , -   ,    , $-   ,Consumer Staples,Soft Drinks,,,,,,    ,,
1052,1080,MNST,Year 2,12/31/2013," $2,246,428,000 ",2246428000.0," $1,073,497,000 ", $-   , $-   , -   ,    , $-   ,Consumer Staples,Soft Drinks,,,,,,    ,,
1053,1081,MNST,Year 3,12/31/2014," $2,464,867,000 ",2464867000.0," $1,125,057,000 ", $-   , $-   , -   ,    , $-   ,Consumer Staples,Soft Drinks,,,,,,    ,,
1054,1082,MNST,Year 4,12/31/2015," $2,722,564,000 ",2722564000.0," $1,090,263,000 ", $-   , $-   , -   ,    , $-   ,Consumer Staples,Soft Drinks,,,,,,    ,,
1055,1083,MO,Year 1,12/31/2012," $24,618,000,000 ",24618000000.0," $15,055,000,000 "," $2,249,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Tobacco,,,,,,    ,,
1056,1084,MO,Year 2,12/31/2013," $24,466,000,000 ",24466000000.0," $14,009,000,000 "," $2,362,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Tobacco,,,,,,    ,,
